学号,性别,专业,每周学习时长（小时）,上课出勤率,期中考试分数,作业完成率,期末考试分数
2023042778,男,人工智能,8.06,0.88,83.5,0.88,77.74
2023042779,男,大数据管理,21.84,0.76,98.87,0.79,77.72
2023042780,女,财务管理,28.46,0.75,65.04,0.76,62.51
2023042781,男,人工智能,23.44,0.95,90.28,0.83,81.03
2023042782,女,大数据管理,13.96,1.0,70.32,0.95,57.31
2023042783,男,电子商务,18.03,0.7,68.2,0.78,77.2
2023042784,男,财务管理,15.16,0.91,63.29,0.85,88.29
2023042785,男,财务管理,28.55,0.6,80.41,0.84,73.73
2023042786,男,电子商务,22.97,0.71,100.0,0.79,79.05
2023042787,男,人工智能,23.94,0.94,69.41,0.93,64.71
2023042788,男,工商管理,23.01,0.62,80.97,0.99,67.77
2023042789,男,工商管理,10.15,0.84,81.98,0.92,67.08
2023042790,女,工商管理,20.79,0.61,80.26,0.76,80.72
2023042791,女,大数据管理,26.57,0.93,69.51,0.85,94.51
2023042792,女,大数据管理,16.66,0.61,72.34,0.9,61.18
2023042793,女,电子商务,19.2,0.71,78.45,0.92,65.99
2023042794,男,财务管理,5.0,0.64,67.14,0.86,47.47
2023042795,女,电子商务,22.3,0.91,100.0,0.81,90.54
2023042796,女,人工智能,20.59,0.96,66.29,0.97,75.11
2023042797,男,电子商务,20.01,0.99,82.21,0.93,80.62
2023042798,男,财务管理,22.17,0.95,65.83,0.73,65.79
2023042799,男,电子商务,10.06,0.61,94.22,0.8,85.55
2023042800,男,电子商务,17.98,0.91,58.87,0.76,69.6
2023042801,男,大数据管理,24.21,0.98,84.3,0.86,87.32
2023042802,男,财务管理,31.57,0.99,100.0,0.75,94.42
2023042803,男,人工智能,35.69,0.73,74.55,0.8,76.92
2023042804,男,电子商务,30.27,0.88,62.27,0.71,65.18
2023042805,男,财务管理,5.29,0.65,81.7,0.87,71.09
2023042806,女,电子商务,13.95,0.89,69.09,0.86,71.44
2023042807,女,财务管理,11.54,0.8,80.1,0.83,75.28
2023042808,女,工商管理,35.36,0.74,86.44,0.92,75.68
2023042809,女,大数据管理,22.22,0.88,65.81,0.81,72.0
2023042810,女,大数据管理,20.51,0.81,97.53,0.9,82.12
2023042811,男,工商管理,21.29,0.65,90.67,0.95,72.98
2023042812,男,电子商务,20.09,0.63,40.44,0.76,56.89
2023042813,男,人工智能,23.44,0.67,65.83,0.99,70.84
2023042814,女,电子商务,18.01,0.94,47.29,0.73,72.29
2023042815,女,大数据管理,13.89,0.81,77.24,0.87,74.99
2023042816,女,人工智能,20.63,0.81,75.04,0.84,70.22
2023042817,男,电子商务,19.54,0.85,75.78,0.79,71.4
2023042818,女,财务管理,12.8,0.81,79.6,0.79,60.02
2023042819,男,人工智能,16.05,0.72,99.32,0.76,90.22
2023042820,男,财务管理,19.14,0.74,79.93,0.93,77.03
2023042821,男,财务管理,10.44,0.64,88.92,0.87,75.36
2023042822,男,大数据管理,16.81,0.76,75.75,0.71,59.42
2023042823,男,大数据管理,20.4,0.88,67.13,0.81,75.18
2023042824,女,大数据管理,18.25,0.79,55.01,0.81,52.96
2023042825,女,人工智能,13.27,0.86,88.21,0.9,72.35
2023042826,女,人工智能,21.86,0.65,72.49,0.7,68.5
2023042827,男,财务管理,23.38,0.71,73.24,0.78,66.22
2023042828,女,人工智能,24.71,0.85,68.6,0.88,66.63
2023042829,男,工商管理,25.49,0.78,69.56,0.87,71.94
2023042830,男,工商管理,5.0,0.85,76.91,0.79,75.11
2023042831,男,电子商务,19.94,0.94,84.27,0.96,87.8
2023042832,女,大数据管理,22.46,0.91,67.92,0.81,76.36
2023042833,女,大数据管理,12.85,0.95,53.71,0.82,64.03
2023042834,女,工商管理,21.74,0.61,59.91,0.87,59.3
2023042835,男,大数据管理,13.31,0.93,63.62,0.88,75.25
2023042836,男,财务管理,28.6,0.69,94.8,0.76,71.1
2023042837,女,大数据管理,22.11,0.88,67.89,0.74,72.66
2023042838,男,财务管理,15.92,0.95,70.42,0.75,75.66
2023042839,女,人工智能,13.23,0.75,75.36,0.79,66.62
2023042840,女,人工智能,24.72,0.92,60.91,0.79,62.99
2023042841,男,工商管理,18.36,0.62,82.27,0.92,73.13
2023042842,女,人工智能,19.86,0.87,63.99,0.97,63.46
2023042843,男,财务管理,5.0,0.67,83.91,0.8,71.51
2023042844,男,人工智能,23.73,0.65,70.78,0.83,76.68
2023042845,女,电子商务,21.07,0.63,79.78,0.86,76.37
2023042846,男,大数据管理,30.86,0.94,72.87,0.92,82.44
2023042847,男,人工智能,14.35,0.72,84.17,0.9,80.02
2023042848,女,电子商务,25.36,0.78,80.95,0.72,82.19
2023042849,女,大数据管理,30.17,0.79,61.23,0.87,65.12
2023042850,男,工商管理,13.17,0.63,60.23,1.0,47.82
2023042851,女,人工智能,18.98,0.73,62.86,0.77,65.68
2023042852,男,大数据管理,16.25,0.65,76.3,0.86,76.71
2023042853,女,大数据管理,30.48,0.73,69.66,0.9,63.54
2023042854,男,电子商务,18.33,0.8,88.43,0.88,79.17
2023042855,男,工商管理,18.15,0.76,87.07,0.76,84.52
2023042856,女,人工智能,29.11,0.83,71.92,0.9,75.62
2023042857,男,电子商务,13.13,0.72,77.25,0.75,80.48
2023042858,男,工商管理,12.56,0.78,88.62,0.89,87.29
2023042859,男,大数据管理,26.31,0.97,55.55,0.9,67.74
2023042860,男,电子商务,23.1,0.75,72.92,0.92,70.28
2023042861,女,电子商务,22.01,1.0,95.06,1.0,85.71
2023042862,男,工商管理,8.85,0.92,67.05,0.9,66.49
2023042863,女,人工智能,29.42,0.98,79.03,0.73,71.6
2023042864,男,财务管理,10.25,0.71,88.62,0.92,63.62
2023042865,男,大数据管理,11.6,0.94,83.76,0.96,58.76
2023042866,女,财务管理,24.79,0.88,100.0,0.77,86.96
2023042867,男,大数据管理,16.5,0.74,60.47,0.83,79.05
2023042868,女,工商管理,29.74,0.82,69.74,0.91,61.67
2023042869,男,人工智能,9.34,0.64,58.57,0.88,55.07
2023042870,女,人工智能,24.65,0.89,70.05,0.89,72.42
2023042871,男,大数据管理,19.54,0.81,91.28,0.73,77.35
2023042872,男,电子商务,12.62,0.9,70.71,0.88,79.34
2023042873,女,大数据管理,17.33,0.62,72.51,0.97,61.44
2023042874,女,电子商务,23.9,0.66,66.66,0.76,51.77
2023042875,男,人工智能,32.47,0.78,59.91,0.95,68.49
2023042876,男,人工智能,18.85,0.88,66.94,0.85,63.42
2023042877,女,电子商务,22.75,0.84,97.22,0.81,72.22
2023042878,女,电子商务,13.32,0.74,67.62,0.82,66.1
2023042879,女,人工智能,15.33,0.99,73.49,0.84,61.78
2023042880,男,大数据管理,26.23,0.63,100.0,0.77,83.45
2023042881,女,电子商务,18.63,0.96,100.0,0.86,83.55
2023042882,男,电子商务,30.14,0.79,52.13,0.83,57.93
2023042883,男,人工智能,7.51,0.85,46.76,0.8,60.14
2023042884,男,财务管理,23.15,0.61,87.15,0.91,75.86
2023042885,男,财务管理,13.1,0.94,72.38,0.91,70.99
2023042886,男,工商管理,25.54,0.78,74.48,0.9,79.57
2023042887,女,电子商务,13.17,0.73,55.74,0.99,62.65
2023042888,女,工商管理,11.55,0.97,31.94,0.87,50.62
2023042889,男,财务管理,36.83,0.87,74.06,0.8,75.25
2023042890,女,大数据管理,22.59,0.67,82.64,0.87,67.05
2023042891,男,工商管理,35.69,0.7,87.6,0.93,87.14
2023042892,男,电子商务,18.21,0.67,50.33,0.98,51.24
2023042893,男,财务管理,22.28,0.92,52.4,0.75,68.55
2023042894,男,财务管理,16.6,0.86,74.32,0.78,68.9
2023042895,男,工商管理,11.38,0.62,67.4,0.99,69.34
2023042896,女,电子商务,16.42,0.91,77.83,0.99,67.39
2023042897,女,财务管理,15.27,0.65,100.0,0.74,75.0
2023042898,男,人工智能,5.77,0.62,56.57,0.98,70.96
2023042899,女,大数据管理,14.33,0.75,54.09,0.78,55.79
2023042900,女,电子商务,38.34,0.67,79.74,0.98,89.45
2023042901,男,工商管理,31.69,0.91,93.93,0.89,80.2
2023042902,女,财务管理,19.02,0.69,79.34,0.82,69.56
2023042903,男,财务管理,16.06,0.96,65.23,0.98,80.78
2023042904,女,财务管理,19.72,0.89,38.38,0.7,40.33
2023042905,女,财务管理,28.38,0.82,92.24,0.94,100.0
2023042906,女,工商管理,23.01,0.65,57.78,0.89,65.05
2023042907,男,工商管理,14.74,0.99,77.53,0.72,64.75
2023042908,男,电子商务,10.61,0.61,56.17,0.78,57.44
2023042909,男,电子商务,18.87,0.62,63.1,0.89,72.7
2023042910,男,人工智能,31.92,0.82,100.0,0.71,83.43
2023042911,男,电子商务,33.2,0.77,92.09,0.91,83.41
2023042912,男,人工智能,18.59,0.89,82.95,0.87,79.15
2023042913,女,大数据管理,18.8,0.77,86.74,0.8,80.15
2023042914,女,人工智能,18.04,0.62,96.65,0.82,77.39
2023042915,女,工商管理,5.0,0.88,61.17,0.94,64.15
2023042916,男,电子商务,25.53,0.7,62.11,0.81,72.77
2023042917,女,财务管理,29.24,0.78,76.4,0.74,76.86
2023042918,男,财务管理,23.32,0.95,71.6,0.85,69.15
2023042919,男,电子商务,21.55,0.86,56.71,0.92,65.72
2023042920,女,工商管理,8.55,0.61,88.0,0.95,87.84
2023042921,女,电子商务,26.52,0.96,88.56,0.77,85.92
2023042922,男,财务管理,25.55,0.82,85.45,0.83,89.46
2023042923,男,大数据管理,29.03,0.62,66.06,0.9,66.72
2023042924,女,工商管理,34.66,0.99,82.83,0.83,87.77
2023042925,男,人工智能,13.4,0.78,85.62,0.74,79.14
2023042926,女,电子商务,24.63,0.85,87.18,0.92,93.83
2023042927,男,大数据管理,24.3,0.96,86.71,0.81,91.33
2023042928,男,工商管理,20.44,0.75,72.42,0.79,60.75
2023042929,男,人工智能,7.61,0.67,81.05,0.84,77.54
2023042930,女,大数据管理,13.66,0.64,93.24,0.7,88.2
2023042931,男,大数据管理,33.27,0.82,73.23,0.81,73.93
2023042932,女,工商管理,21.7,0.83,64.82,0.93,62.69
2023042933,女,电子商务,20.61,0.62,100.0,0.77,81.1
2023042934,女,电子商务,24.99,0.94,63.03,0.92,73.31
2023042935,男,人工智能,15.19,0.84,62.71,0.93,62.66
2023042936,男,电子商务,31.23,0.82,69.54,0.83,67.02
2023042937,男,人工智能,30.93,0.81,82.92,0.75,90.52
2023042938,女,财务管理,23.72,0.9,77.93,1.0,72.68
2023042939,男,工商管理,27.35,0.95,81.13,0.79,76.7
2023042940,女,财务管理,29.31,0.63,95.34,0.9,86.05
2023042941,男,工商管理,6.69,0.8,85.63,0.91,60.63
2023042942,男,电子商务,12.47,0.71,58.37,0.71,43.11
2023042943,男,大数据管理,5.0,0.72,72.71,0.86,58.35
2023042944,男,财务管理,14.51,0.88,78.49,0.73,77.72
2023042945,女,电子商务,13.48,0.97,78.11,0.78,73.68
2023042946,男,人工智能,16.05,0.81,100.0,0.84,75.0
2023042947,男,人工智能,20.78,0.69,70.44,0.77,78.55
2023042948,男,电子商务,28.94,0.72,54.76,0.96,72.66
2023042949,女,人工智能,17.31,0.95,77.23,0.89,76.38
2023042950,女,大数据管理,14.69,0.86,69.76,0.73,67.52
2023042951,男,财务管理,18.89,0.66,73.82,0.84,74.35
2023042952,女,大数据管理,13.24,0.67,81.84,0.77,89.41
2023042953,男,财务管理,21.89,0.67,100.0,0.82,90.26
2023042954,男,财务管理,9.15,0.83,62.29,0.72,61.66
2023042955,女,电子商务,6.72,0.7,84.12,0.82,59.12
2023042956,女,电子商务,18.28,0.77,78.9,0.98,76.16
2023042957,男,电子商务,24.03,0.86,84.02,0.83,85.33
2023042958,男,财务管理,14.67,0.97,79.39,0.86,73.51
2023042959,女,人工智能,7.21,0.77,37.85,0.8,41.2
2023042960,男,电子商务,32.4,0.9,70.76,0.97,83.46
2023042961,男,电子商务,20.3,0.81,92.45,0.76,72.13
2023042962,男,财务管理,20.43,0.79,67.53,0.82,75.03
2023042963,男,大数据管理,18.81,0.69,74.23,0.94,67.41
2023042964,女,财务管理,8.54,0.89,70.33,0.91,47.06
2023042965,女,财务管理,27.8,0.93,88.99,0.7,79.61
2023042966,女,大数据管理,22.66,0.95,79.38,0.87,77.96
2023042967,女,人工智能,15.83,0.82,57.28,0.93,67.53
2023042968,女,电子商务,25.87,0.88,71.0,0.87,78.0
2023042969,女,人工智能,16.44,0.95,54.68,0.76,50.37
2023042970,女,财务管理,18.13,0.86,90.46,0.78,79.87
2023042971,男,财务管理,21.39,0.85,83.71,0.81,73.28
2023042972,女,大数据管理,6.44,0.95,72.95,0.85,63.28
2023042973,女,工商管理,19.82,0.75,92.89,0.9,73.04
2023042974,男,财务管理,11.17,0.61,97.28,0.82,75.23
2023042975,男,大数据管理,17.59,0.88,72.96,0.92,97.96
2023042976,男,电子商务,29.35,0.81,67.54,0.75,84.86
2023042977,女,工商管理,22.08,0.63,81.73,0.87,66.59
2023042978,男,大数据管理,22.17,0.73,83.39,0.94,78.35
2023042979,男,电子商务,31.66,0.68,53.59,0.98,65.31
2023042980,女,人工智能,16.13,0.89,61.96,0.73,64.63
2023042981,女,大数据管理,20.94,0.9,93.75,0.83,90.56
2023042982,女,人工智能,14.87,0.73,68.58,0.8,63.64
2023042983,男,大数据管理,6.47,0.78,49.05,0.8,44.81
2023042984,女,财务管理,5.87,0.77,90.34,0.71,81.25
2023042985,男,电子商务,29.79,0.75,65.95,0.93,64.49
2023042986,男,财务管理,19.06,0.86,83.42,0.73,76.6
2023042987,男,电子商务,5.16,0.88,98.42,0.75,73.42
2023042988,男,电子商务,28.42,0.76,100.0,0.73,79.2
2023042989,女,大数据管理,18.56,0.78,61.12,0.92,71.49
2023042990,女,财务管理,25.41,0.77,68.17,0.93,67.27
2023042991,女,电子商务,27.56,0.84,71.25,0.8,60.46
2023042992,男,人工智能,19.71,0.62,70.57,0.87,61.74
2023042993,女,人工智能,23.42,0.75,93.49,0.95,77.69
2023042994,女,人工智能,13.76,0.95,62.71,0.84,54.21
2023042995,女,大数据管理,27.5,0.97,46.68,0.77,67.25
2023042996,男,大数据管理,5.0,0.94,44.13,0.72,34.77
2023042997,男,工商管理,11.73,0.92,46.64,0.71,48.32
2023042998,男,人工智能,15.82,0.61,72.11,0.79,66.05
2023042999,女,电子商务,11.63,0.86,76.13,0.83,66.19
2023043000,男,大数据管理,5.93,0.8,72.26,0.7,57.79
2023043001,男,工商管理,6.73,0.7,95.29,0.71,70.29
2023043002,男,大数据管理,13.36,0.74,69.64,0.93,55.95
2023043003,女,人工智能,11.22,0.61,80.44,0.93,63.15
2023043004,女,财务管理,18.92,1.0,74.62,0.93,80.97
2023043005,女,大数据管理,24.99,0.77,71.03,0.99,71.15
2023043006,男,大数据管理,17.72,0.7,100.0,0.9,84.31
2023043007,女,人工智能,19.13,0.72,65.55,0.92,75.97
2023043008,男,工商管理,14.38,0.79,62.68,0.76,66.9
2023043009,男,财务管理,23.91,0.72,91.83,0.97,73.58
2023043010,女,工商管理,8.58,0.65,90.86,0.8,75.61
2023043011,男,工商管理,7.28,0.99,59.3,0.86,70.71
2023043012,女,电子商务,11.03,0.83,64.96,0.92,59.04
2023043013,女,财务管理,19.25,0.69,73.32,0.8,55.89
2023043014,男,工商管理,20.08,0.83,75.66,0.93,70.83
2023043015,女,财务管理,17.11,0.63,52.14,0.99,60.51
2023043016,女,电子商务,30.68,0.94,60.44,0.84,76.34
2023043017,男,电子商务,27.26,0.75,70.51,0.97,70.9
2023043018,男,大数据管理,24.27,0.68,72.69,0.73,54.17
2023043019,女,人工智能,5.74,0.62,88.16,0.99,63.16
2023043020,男,大数据管理,16.02,0.79,68.99,0.95,71.69
2023043021,女,电子商务,26.52,0.75,78.08,0.86,91.04
2023043022,女,电子商务,11.98,0.76,49.09,0.74,52.88
2023043023,男,工商管理,14.42,0.72,80.08,0.79,81.16
2023043024,女,人工智能,26.88,0.91,67.01,0.98,67.63
2023043025,女,电子商务,29.5,0.99,88.32,0.77,80.81
2023043026,女,人工智能,25.25,0.92,72.81,0.93,59.27
2023043027,女,大数据管理,19.46,0.63,67.71,0.98,70.67
2023043028,女,工商管理,20.32,0.68,88.52,0.94,71.51
2023043029,女,大数据管理,20.81,0.66,100.0,0.98,89.69
2023043030,男,人工智能,25.23,0.91,72.78,1.0,73.83
2023043031,女,财务管理,27.46,0.78,83.38,0.89,95.24
2023043032,女,大数据管理,40.0,0.65,85.7,0.82,95.7
2023043033,女,工商管理,15.62,0.75,100.0,0.71,75.0
2023043034,女,工商管理,20.32,0.89,57.64,0.97,71.69
2023043035,男,人工智能,6.19,0.95,73.96,0.95,61.62
2023043036,女,财务管理,19.12,0.94,92.01,0.86,87.77
2023043037,女,电子商务,25.63,0.92,98.48,0.83,78.21
2023043038,男,工商管理,28.84,0.87,68.8,0.9,85.61
2023043039,女,工商管理,22.6,0.77,66.67,0.97,78.76
2023043040,男,财务管理,31.37,0.7,54.49,0.78,55.44
2023043041,男,电子商务,5.0,0.61,55.38,0.88,50.85
2023043042,男,电子商务,5.0,0.76,53.4,0.76,53.64
2023043043,男,大数据管理,18.47,0.86,95.69,0.87,88.99
2023043044,男,大数据管理,11.2,0.91,84.52,0.78,73.16
2023043045,女,电子商务,22.91,0.79,71.92,0.84,77.96
2023043046,女,大数据管理,22.17,0.64,93.43,0.91,80.41
2023043047,女,人工智能,16.06,0.93,72.91,0.81,75.69
2023043048,女,工商管理,19.16,0.98,91.8,0.98,73.76
2023043049,男,电子商务,8.11,0.98,65.64,0.84,64.0
2023043050,女,大数据管理,17.82,0.64,81.05,0.9,82.05
2023043051,女,大数据管理,30.6,0.67,98.74,0.73,95.6
2023043052,男,大数据管理,10.24,0.67,90.32,0.74,73.04
2023043053,男,财务管理,11.02,0.73,80.53,0.85,68.58
2023043054,女,大数据管理,10.9,0.87,81.93,0.72,82.36
2023043055,男,人工智能,26.86,0.62,79.02,0.97,76.15
2023043056,男,财务管理,23.25,0.69,51.73,0.99,71.52
2023043057,男,大数据管理,26.46,0.61,100.0,0.92,85.41
2023043058,男,电子商务,16.86,0.69,74.26,0.86,69.28
2023043059,女,电子商务,10.46,0.99,78.22,0.84,61.93
2023043060,男,大数据管理,16.71,0.61,69.64,0.92,55.74
2023043061,男,大数据管理,24.25,0.86,86.72,0.74,86.9
2023043062,女,工商管理,14.98,0.69,90.23,0.77,89.19
2023043063,男,工商管理,12.53,0.95,87.1,0.97,79.54
2023043064,男,大数据管理,17.24,0.63,89.45,0.76,72.84
2023043065,女,大数据管理,11.36,0.63,84.5,0.91,80.17
2023043066,女,大数据管理,31.35,0.81,45.25,0.88,65.95
2023043067,女,电子商务,25.67,0.79,46.38,0.9,43.59
2023043068,男,大数据管理,27.97,0.74,73.5,0.87,82.02
2023043069,女,工商管理,20.48,0.73,71.23,0.78,57.79
2023043070,男,电子商务,30.75,0.66,64.31,0.97,71.87
2023043071,女,财务管理,25.78,0.84,78.7,0.82,73.82
2023043072,男,人工智能,13.94,0.86,94.79,0.84,74.35
2023043073,男,财务管理,21.78,0.95,28.64,0.75,51.02
2023043074,男,财务管理,25.44,0.78,83.99,0.74,84.12
2023043075,男,人工智能,10.55,0.66,76.99,0.97,68.52
2023043076,男,大数据管理,14.16,0.65,66.33,0.79,74.0
2023043077,男,大数据管理,36.35,1.0,99.79,0.78,100.0
2023043078,女,工商管理,21.3,0.88,66.11,0.99,83.66
2023043079,男,人工智能,22.02,0.85,75.13,0.95,75.03
2023043080,男,工商管理,19.24,0.99,73.34,0.89,70.63
2023043081,男,人工智能,25.41,0.95,44.13,0.88,61.82
2023043082,女,财务管理,13.11,0.94,97.19,0.83,91.61
2023043083,女,大数据管理,16.24,0.74,58.94,0.87,70.73
2023043084,女,工商管理,24.98,0.65,72.85,0.9,52.69
2023043085,男,财务管理,14.51,0.66,66.94,0.92,67.08
2023043086,女,财务管理,5.0,0.72,71.2,0.72,46.2
2023043087,女,人工智能,24.72,0.96,100.0,0.97,91.15
2023043088,男,电子商务,30.92,0.67,64.85,0.84,66.89
2023043089,女,电子商务,21.53,0.92,75.55,0.76,67.15
2023043090,女,工商管理,23.39,0.76,68.48,0.94,78.06
2023043091,男,大数据管理,16.91,0.68,100.0,0.97,77.84
2023043092,女,电子商务,26.59,0.84,72.93,0.83,74.59
2023043093,女,电子商务,5.0,0.9,65.36,0.88,53.09
2023043094,女,工商管理,25.82,0.62,84.35,1.0,79.92
2023043095,女,人工智能,27.7,0.94,77.77,0.87,86.77
2023043096,男,人工智能,7.28,0.77,83.95,0.93,63.1
2023043097,女,工商管理,25.43,0.86,54.84,0.74,68.95
2023043098,女,工商管理,40.0,0.67,100.0,0.73,91.43
2023043099,女,财务管理,19.19,0.87,81.03,0.99,78.34
2023043100,女,大数据管理,31.41,0.67,81.11,0.91,77.53
2023043101,女,财务管理,32.4,0.79,67.7,0.92,80.93
2023043102,男,大数据管理,26.15,0.87,91.19,0.82,88.86
2023043103,女,人工智能,17.72,0.76,78.53,0.8,70.42
2023043104,女,大数据管理,12.38,0.72,77.98,0.93,71.67
2023043105,男,大数据管理,37.8,0.73,51.81,0.93,74.36
2023043106,男,财务管理,11.29,0.87,72.65,0.96,74.24
2023043107,男,工商管理,27.79,0.73,64.34,0.84,67.5
2023043108,女,大数据管理,17.58,0.69,64.62,0.85,73.77
2023043109,男,财务管理,21.1,0.77,97.17,0.81,89.73
2023043110,男,人工智能,23.19,0.75,39.12,0.98,64.12
2023043111,男,大数据管理,14.77,0.91,80.88,0.86,61.0
2023043112,女,人工智能,21.57,0.98,59.41,0.8,72.8
2023043113,男,人工智能,11.85,0.75,85.36,0.93,83.94
2023043114,女,财务管理,13.64,0.89,98.75,0.93,92.13
2023043115,男,财务管理,5.0,0.71,55.48,0.85,51.12
2023043116,男,大数据管理,10.2,0.83,84.11,0.92,61.07
2023043117,女,电子商务,22.2,0.75,49.91,0.87,72.38
2023043118,女,电子商务,12.74,0.94,60.47,0.73,57.46
2023043119,女,大数据管理,16.28,0.74,75.8,0.75,65.88
2023043120,男,大数据管理,13.08,0.79,68.29,0.87,83.62
2023043121,女,电子商务,22.12,0.68,78.59,0.86,63.52
2023043122,女,人工智能,20.77,0.84,79.23,0.94,83.17
2023043123,男,工商管理,9.67,0.63,61.44,0.71,48.81
2023043124,男,财务管理,24.39,0.66,64.96,0.79,60.55
2023043125,女,电子商务,40.0,0.68,66.1,0.72,74.99
2023043126,女,人工智能,5.0,0.72,98.01,0.96,83.08
2023043127,女,财务管理,13.69,0.83,90.78,0.71,83.53
2023043128,女,电子商务,10.82,0.62,86.67,0.88,81.03
2023043129,男,电子商务,11.55,0.92,100.0,0.99,78.28
2023043130,女,工商管理,15.8,0.88,73.1,0.96,62.34
2023043131,男,财务管理,23.23,0.83,65.21,0.72,64.85
2023043132,女,电子商务,15.34,0.93,71.95,0.87,73.51
2023043133,女,人工智能,22.43,0.78,100.0,0.71,82.0
2023043134,男,工商管理,18.28,0.75,100.0,0.88,75.0
2023043135,女,电子商务,15.14,0.71,88.66,0.87,63.66
2023043136,女,大数据管理,28.4,0.6,87.75,0.74,76.52
2023043137,男,工商管理,5.0,0.75,58.0,0.82,63.29
2023043138,男,大数据管理,14.33,0.73,73.78,0.99,62.08
2023043139,男,电子商务,14.23,0.99,85.76,0.73,82.08
2023043140,女,人工智能,23.58,0.7,84.61,0.89,66.42
2023043141,女,大数据管理,13.64,0.95,73.14,0.84,72.5
2023043142,女,财务管理,22.52,1.0,71.41,0.97,78.43
2023043143,女,工商管理,25.33,0.78,53.05,0.84,67.13
2023043144,男,电子商务,26.97,0.85,74.51,0.88,69.22
2023043145,女,工商管理,14.56,0.89,70.13,0.92,56.21
2023043146,女,电子商务,29.7,0.76,86.11,0.96,88.78
2023043147,男,工商管理,23.72,0.93,47.95,0.91,51.69
2023043148,男,大数据管理,5.0,0.9,83.87,0.9,64.1
2023043149,女,财务管理,19.37,0.74,75.87,0.88,83.12
